"4n937faj7ef8ht49e2a3246jv2","1001","1"
"4n937faj7ef8ht49e2a3246jv2","1002","1"
"4n937faj7ef8ht49e2a3246jv2","1004","1"
"4n937faj7ef8ht49e2a3246jv2","1005","1"
"4n937faj7ef8ht49e2a3246jv2","1007","1"
"4n937faj7ef8ht49e2a3246jv2","1010","1"
"4n937faj7ef8ht49e2a3246jv2","1012","1"
"a8889b97ue29tmsfe4jhsp3f80","1010","1"
"q5oum64vi9491rv4gh4imt4mk1","1001","1"
"q5oum64vi9491rv4gh4imt4mk1","1003","1"
"4n937faj7ef8ht49e2a3246jv2","1001","31"
"4n937faj7ef8ht49e2a3246jv2","1002","31"
"4n937faj7ef8ht49e2a3246jv2","1007","31"
"4n937faj7ef8ht49e2a3246jv2","1009","31"
"a8889b97ue29tmsfe4jhsp3f80","1001","32"
"a8889b97ue29tmsfe4jhsp3f80","1005","32"
"a8889b97ue29tmsfe4jhsp3f80","1011","32"
"a8889b97ue29tmsfe4jhsp3f80","1012","32"
"a8889b97ue29tmsfe4jhsp3f80","1014","32"
"a8889b97ue29tmsfe4jhsp3f80","1015","32"
"a8889b97ue29tmsfe4jhsp3f80","1002","33"
"a8889b97ue29tmsfe4jhsp3f80","1003","33"
"a8889b97ue29tmsfe4jhsp3f80","1004","33"
"a8889b97ue29tmsfe4jhsp3f80","1005","33"
"a8889b97ue29tmsfe4jhsp3f80","1006","33"
"a8889b97ue29tmsfe4jhsp3f80","1010","33"
"a8889b97ue29tmsfe4jhsp3f80","1013","33"
"a8889b97ue29tmsfe4jhsp3f80","1015","33"
